apr 1.7.4-2
perl-MIME-tools 5.510-1
perl-MailTools 2.21-1
perl-Net-HTTP 6.23-1
perl-Net-SMTP-SSL 1.04-2
perl-Net-SSLeay 1.92-2
perl-TermReadKey 2.38-7
perl-TimeDate 2.33-2
perl-Try-Tiny 0.31-1
perl-URI 5.19-1
perl-WWW-RobotRules 6.02-2
perl-libwww 6.67-1
perl 5.36.1-1
pinentry 1.2.1-1
sed 4.9-1
bash 5.2.015-1
ssh-pageant 1.4.r15.gc804ba4-1
subversion 1.14.2-1
tar 1.34-3
tig 2.5.8-1
unzip 6.0-2
vim 9.0.1403-2
which 2.21-4
winpty 0.4.3-1
zlib 1.2.13-1
filesystem 2023.02.07-1
dash 0.5.12-1
rebase 4.5.0-4
util-linux 2.35.2-4
unzip 6.0-2
mingw-w64-x86_64-xpdf-tools 4.00-1
